31,H.L. Mencken,"I never lecture, not because I am shy or a bad speaker, but simply because I detest the sort of people who go to lectures and don't want to meet them."
32,H.L. Mencken,"I believe that all government is evil, and that trying to improve it is largely a waste of time."
33,H.L. Mencken,Criticism is prejudice made plausible.
34,H.L. Mencken,Faith may be defined briefly as an illogical belief in the occurrence of the improbable.
35,H.L. Mencken,"For it is mutual trust, even more than mutual interest that holds human associations together. Our friends seldom profit us but they make us feel safe... Marriage is a scheme to accomplish exactly that same end."
36,H.L. Mencken,"In the United States, doing good has come to be, like patriotism, a favorite device of persons with something to sell."
37,H.L. Mencken,"For centuries, theologians have been explaining the unknowable in terms of the-not-worth-knowing."
38,H.L. Mencken,Misogynist A man who hates women as much as women hate one another.
39,H.L. Mencken,"It is inaccurate to say that I hate everything. I am strongly in favor of common sense, common honesty, and common decency. This makes me forever ineligible for public office."
40,H.L. Mencken,"Men are the only animals that devote themselves, day in and day out, to making one another unhappy. It is an art like any other. Its virtuosi are called altruists."
41,H.L. Mencken,"It is now quite lawful for a Catholic woman to avoid pregnancy by a resort to mathematics, though she is still forbidden to resort to physics or chemistry."
42,H.L. Mencken,"Man is never honestly the fatalist, nor even the stoic. He fights his fate, often desperately. He is forever entering bold exceptions to the rulings of the bench of gods. This fighting, no doubt, makes for human progress, for it favors the strong and the brave. It also makes for beauty, for lesser men try to escape from a hopeless and intolerable world by creating a more lovely one of their own."
43,H.L. Mencken,It is impossible to imagine Goethe or Beethoven being good at billiards or golf.
44,H.L. Mencken,Love is the triumph of imagination over intelligence.
45,H.L. Mencken,It is even harder for the average ape to believe that he has descended from man.
46,H.L. Mencken,"It is the dull man who is always sure, and the sure man who is always dull."
47,H.L. Mencken,"Philosophy consists very largely of one philosopher arguing that all others are jackasses. He usually proves it, and I should add that he also usually proves that he is one himself."
48,H.L. Mencken,The chief value of money lies in the fact that one lives in a world in which it is overestimated.
49,H.L. Mencken,"The government consists of a gang of men exactly like you and me. They have, taking one with another, no special talent for the business of government they have only a talent for getting and holding office."
50,H.L. Mencken,"Platitude an idea (a) that is admitted to be true by everyone, and (b) that is not true."
51,H.L. Mencken,The capacity of human beings to bore one another seems to be vastly greater than that of any other animal.
52,H.L. Mencken,"Say what you will about the Ten Commandments, you must always come back to the pleasant fact that there are only ten of them."
53,H.L. Mencken,Never let your inferiors do you a favor - it will be extremely costly.
54,H.L. Mencken,"Puritanism The haunting fear that someone, somewhere, may be happy."
55,H.L. Mencken,The most common of all follies is to believe passionately in the palpably not true. It is the chief occupation of mankind.
56,H.L. Mencken,Nobody ever went broke underestimating the taste of the American public.
57,H.L. Mencken,"The difference between a moral man and a man of honor is that the latter regrets a discreditable act, even when it has worked and he has not been caught."
58,H.L. Mencken,We are here and it is now. Further than that all human knowledge is moonshine.
59,H.L. Mencken,The older I grow the more I distrust the familiar doctrine that age brings wisdom.
60,H.L. Mencken,To die for an idea it is unquestionably noble. But how much nobler it would be if men died for ideas that were true
61,H.L. Mencken,"The trouble with fighting for human freedom is that one spends most of one's time defending scoundrels. For it is against scoundrels that oppressive laws are first aimed, and oppression must be stopped at the beginning if it is to be stopped at all."
62,H.L. Mencken,"The world always makes the assumption that the exposure of an error is identical with the discovery of truth--that the error and truth are simply opposite. They are nothing of the sort. What the world turns to, when it is cured on one error, is usually simply another error, and maybe one worse than the first one."
63,H.L. Mencken,"Under democracy one party always devotes its chief energies to trying to prove that the other party is unfit to rule - and both commonly succeed, and are right."
64,H.L. Mencken,"Unquestionably, there is progress. The average American now pays out twice as much in taxes as he formerly got in wages."
65,H.L. Mencken,"After all, all he did was string together a lot of old, well-known quotations."
66,H.L. Mencken,"For every human problem, there is a neat, simple solution and it is always wrong"
67,H.L. Mencken,Conscience is the inner voice that warns us somebody may be looking.
68,Bernard Baruch,Don't try to buy at the bottom and sell at the top. It can't be done except by liars.
69,Bernard Baruch,I made my money by selling too soon.
70,Bernard Baruch,"To me, old age is always 15 years older than I am."
71,Bernard Baruch,"Only as you do know yourself can your brain serve you as a sharp and efficient tool. Know your own failings, passions, and prejudices so you can separate them from what you see."
72,Bernard Baruch,"Approach each new problem not with a view of finding what you hope will be there, but to get the truth, the realities that must be grappled with. You may not like what you find. In that case you are entitled to try to change it. But do not deceive yourself as to what you do find to be the facts of the situation."
73,Baha'u'llah,"It is not for him to pride himself who loveth his own country, but rather for him who loveth the whole world. The earth is but one country and mankind its citizens."
74,Upton Sinclair,Fascism is capitalism plus murder.
75,Upton Sinclair,"I aimed at the public's heart, and by accident I hit it in the stomach."
76,Harry Emerson Fosdick,Don't simply retire from something have something to retire to.
77,Harry Emerson Fosdick,"The fact that astronomies change while the stars abide is a true analogy of every realm of human life and thought, religion not least of all. No existent theology can be a final formulation of spiritual truth."
78,Harry Emerson Fosdick,Hating people is like burning down your house to get rid of a rat.
79,Harry Emerson Fosdick,He who chooses the beginning of the road chooses the place it leads to. It is the means that determines the end.
80,Harry Emerson Fosdick,"No horse gets anywhere until he is harnessed. No stream or gas drives anything until it is confined. No Niagara is ever turned into light and power until it is tunneled. No life ever grows great until it is focused, dedicated, disciplined."
81,Harry Emerson Fosdick,"Watch what people are cynical about, and one can often discover what they lack."
82,Harry Emerson Fosdick,"No steam or gas drives anything until it is confined. No life ever grows great until it is focused, dedicated, disciplined."
83,Harry Emerson Fosdick,Bitterness imprisons life love releases it. Bitterness paralyzes life love empowers it. Bitterness sours life love sweetens it. Bitterness sickens life love heals it. Bitterness blinds life love anoints its eyes.
84,Harry Emerson Fosdick,I would rather live in a world where my life is surrounded by mystery than live in a world so small that my mind could comprehend it.
85,Harry Emerson Fosdick,The world is moving so fast these days that the man who says it can't be done is generally interrupted by someone doing it.
86,Harry Emerson Fosdick,The steady discipline of intimate friendship with Jesus results in men becoming like Him.
87,Harry Emerson Fosdick,"Life is a library owned by an author. It has a few books which he wrote himself, but most of them were written for him."
88,Harry Emerson Fosdick,"Hold a picture of yourself long and steadily enough in your mind's eye, and you will be drawn toward it."
89,Pirates of the Caribbean The Curse of the Black Pearl,Barbossa For too long I've been parched of thirst and unable to quench it. Too long I've been starving to death and haven't died. I feel nothing. Not the wind on my face nor the spray of the sea. Nor the warmth of a woman's flesh. You best start believing in ghost stories Miss Turner. You're in one.
90,Pirates of the Caribbean The Curse of the Black Pearl,"Jack Me I'm dishonest, and a dishonest man you can always trust to be dishonest. Honestly. It's the honest ones you want to watch out for, because you can never predict when they're going to do something incredibly... stupid."
91,Pirates of the Caribbean The Curse of the Black Pearl,Jack You seem somewhat familiar. Have I threatened you before
92,Pirates of the Caribbean The Curse of the Black Pearl,"Will Where's Elizabeth Jack She's safe, just like I promised. She's all set to marry Norrington, just like she promised. And you get to die for her, just like you promised. So we're all men of our word really... except for Elizabeth, who is in fact, a woman."
93,Pirates of the Caribbean The Curse of the Black Pearl,"Jack When you marooned me on that god forsaken spit of land, you forgot one very important thing, mate I'm Captain Jack Sparrow."
94,Pirates of the Caribbean The Curse of the Black Pearl,Will We're going to steal a ship That ship Jack Commandeer. We're going to commandeer that ship. Nautical term.
95,Pirates of the Caribbean The Curse of the Black Pearl,Jacoby I'm gonna teach you the meaning of pain. Elizabeth You like pain Try wearing a corset.
96,Pirates of the Caribbean The Curse of the Black Pearl,"Jack You need to find yourself a girl mate. Or perhaps the reason you practice three hours a day is that you already found one, and are otherwise incapable of wooing said strumpet. You're not a eunuch are you"
97,H.R. Haldeman,"Once the toothpaste is out of the tube, it's hard to get it back in"
98,H.R. Haldeman,You can't put the toothpaste back in the tube.
99,H.R. Haldeman,"We are getting into semantics again. If we use words, there is a very grave danger they will be misinterpreted."
100,Andr Gide,The most important things to say are those which often I did not think necessary for me to say -- because they were too obvious.
101,Andr Gide,"Welcome anything that comes to you, but do not long for anything else."
102,Andr Gide,There are very few monsters who warrant the fear we have of them.
103,Andr Gide,"In order to be utterly happy the only thing necessary is to refrain from comparing this moment with other moments in the past, which I often did not fully enjoy because I was comparing them with other moments of the future."
104,Andr Gide,"It is easier to lead men to combat, stirring up their passion, than to restrain them and direct them toward the patient labors of peace."
105,Andr Gide,Complete possession is proved only by giving. All you are unable to give possesses you.
106,Andr Gide,"Everything has been said before, but since nobody listens we have to keep going back and beginning all over again."
107,Andr Gide,"The most decisive actions of our life -- I mean those that are most likely to decide the whole course of our future -- are, more often than not, unconsidered."
108,Andr Gide,One does not discover new lands without consenting to lose sight of the shore for a very long time.
109,Andr Gide,"Art is a collarboration between God and the artist, and the less the artist does the better."
110,Andr Gide,It is better to be hated for who you are than to be loved for what you are not.
111,Andr Gide,Man cannot discover new oceans unless he has the courage to lose sight of the shore.
112,Andr Gide,Believe those who are seeking the truth doubt those who find it.
113,Hubert Humphrey,The right to be heard does not autmatically include the right to be taken seriously.
114,Hubert Humphrey,"Certainly one of the chief guarantees of freedom under any government, no matter how popular and respected, is the right of the citizens to keep and bear arms. This is not to say that firearms should not be carefully used and that definite safety rules of precaution should not be taught and enforced. But the right of the citizens to bear arms is just one guarantee against arbitrary government and one more safeguard against a tyranny which now appears remote in America, but which historically has proved to be always possible."
115,Hubert Humphrey,Men in earnest have no time to waste In patching fig-leaves for the naked truth.
116,Hubert Humphrey,Never give up on anybody.
117,Hubert Humphrey,It is not what they take away from you that counts. It's what you do with what you have left.
118,Hubert Humphrey,Behind every successful man stands a surprised mother-in-law.
119,Hubert Humphrey,"The greatest gift of life is friendship, and I have received it."
120,Hubert Humphrey,The greatest healing therapy is friendship and love.
121,Hubert Humphrey,The hardest job for a politician today is to have the courage to be a moderate. It's easy to take an extreme position.
122,Hubert Humphrey,"In real life, unlike in Shakespeare, the sweetness of the rose depends upon the name it bears. Things are not only what they are. They are, in very important respects, what they seem to be."
123,Hubert Humphrey,"You cannot go around and keep score. If you keep score on the good things and the bad things, you'll find out that you're a very miserable person. God gave man the ability to forget, which is one of the greatest attributes you have. Because if you remember everything that's happened to you, you generally remember that which is the most unfortunate."
124,Hubert Humphrey,"It was once said that the moral test of Government is how that Government treats those who are in the dawn of life, the children those who are in the twilight of life, the elderly and those who are in the shadows of life, the sick, the needy and the handicapped."
125,Isaac Asimov,"There is a single light of science, and to brighten it anywhere is to brighten it everywhere."
126,Isaac Asimov,I do not fear computers. I fear lack of them.
127,Isaac Asimov,"It pays to be obvious, especially if you have a reputation for subtlety."
128,Isaac Asimov,"If my doctor told me I had only six minutes to live, I wouldn't brood. I'd type a little faster."
129,Isaac Asimov,A subtle thought that is in error may yet give rise to fruitful inquiry that can establish truths of great value.
130,Isaac Asimov,"I don't believe in an afterlife, so I don't have to spend my whole life fearing hell, or fearing heaven even more. For whatever the tortures of hell, I think the boredom of heaven would be even worse."
131,Isaac Asimov,I'm not a speed reader. I'm a speed understander.
132,Isaac Asimov,"No sensible decision can be made any longer without taking into account not only the world as it is, but the world as it will be. . ."
133,Isaac Asimov,Never let your sense of morals get in the way of doing what's right.
134,Isaac Asimov,"Jokes of the proper kind, properly told, can do more to enlighten questions of politics, philosophy, and literature than any number of dull arguments."
135,Isaac Asimov,"From my close observation of writers...they fall into two groups 1) those who bleed copiously and visibly at any bad review, and 2) those who bleed copiously and secretly at any bad review."
136,Isaac Asimov,"Dalton's records, carefully preserved for a century, were destroyed during the World War II bombing of Manchester. It is not only the living who are killed in war."
137,Isaac Asimov,"If knowledge can create problems, it is not through ignorance that we can solve them."
138,Isaac Asimov,"Science is a mechanism, a way of trying to improve your knowledge of nature. It's a system for testing your thoughts against the universe, and seeing whether they match."
139,Isaac Asimov,"University President Why is it that you physicists always require so much expensive equipment Now the Department of Mathematics requires nothing but money for paper, pencils, and erasers...and the Department of Philosophy is better still. It doesn't even ask for erasers."
140,Isaac Asimov,"The most exciting phrase to hear in science, the one that heralds new discoveries, is not 'Eureka' (I found it) but 'That's funny ...'"
141,Isaac Asimov,"One, a robot may not injure a human being, or through inaction, allow a human being to come to harm Two, a robot must obey the orders given it by human beings except where such orders would conflict with the First Law Three, a robot must protect its own existence as long as such protection does not conflict with the First or Second Laws."
142,Isaac Asimov,Violence is the last refuge of the incompetent.
143,Isaac Asimov,"You must keep sending work out you must never let a manuscript do nothing but eat its head off in a drawer. You send that work out again and again, while you're working on another one. If you have talent, you will receive some measure of success - but only if you persist."
144,Isaac Asimov,Life is pleasant. Death is peaceful. It's the transition that's troublesome.
145,Isaac Asimov,"Part of the inhumanity of the computer is that, once it is competently programmed and working smoothly, it is completely honest."
146,Hume Cronyn,The whole business of marshaling one's energies becomes more and more important as one grows older.
147,David Broder,Anyone that wants the presidency so much that he'll spend two years organizing and campaigning for it is not to be trusted with the office.
148,Anais Nin,The only abnormality is the incapacity to love.
149,Anais Nin,"When we blindly adopt a religion, a political system, a literary dogma, we become automatons. We cease to grow."
150,Anais Nin,"Throw your dreams into space like a kite, and you do not know what it will bring back, a new life, a new friend, a new love, a new country."
151,Anais Nin,"We don't see things as they are, we see things as we are."
152,Anais Nin,"Age does not protect you from love. But love, to some extent, protects you from age."
153,Anais Nin,"Life is a process of becoming, a combination of states we have to go through. Where people fail is that they wish to elect a state and remain in it. This is a kind of death."
154,Anais Nin,"Each friend represents a world in us, a world possibly not born until they arrive, and it is only by this meeting that a new world is born."
155,Anais Nin,"Love never dies a natural death. It dies because we don't know how to replenish it's source. It dies of blindness and errors and betrayals. It dies of illness and wounds it dies of weariness, of witherings, of tarnishings."
156,Anais Nin,"If what Proust says is true, that happiness is the absence of fever, then I will never know happiness. For I am possessed by a fever for knowledge, experience, and creation."
157,Anais Nin,And the day came when the risk to remain tight in a bud was more painful than the risk it took to blossom.
158,Anais Nin,"Anxiety is love's greatest killer. It makes others feel as you might when a drowning man holds on to you. You want to save him, but you know he will strangle you with his panic."
159,Anais Nin,Life shrinks or expands in proportion to one's courage.
160,Anais Nin,"When you make a world tolerable for yourself, you make a world tolerable for others."
161,William J. O'Neil,"90 of the people in the stock market, professionals and amateurs alike, simply haven't done enough homework."
162,John Powell,The only real mistake is the one from which we learn nothing.
163,John Powell,Let us consider the reason of the case. For nothing is law that is not reason.
164,Billy Madison,"Juanita Ooh that boy's a fine piece of work all right. He's a fine piece of ass though, too."
165,Billy Madison,"Billy Shampoo is better. I go on first and clean the hair. Conditioner is better. I leave the hair silky and smooth. Oh, really, fool Really."
166,Billy Madison,"Billy Sometimes I feel like an idiot. But I am an idiot, so it kinda works out."
167,Billy Madison,"Billy T-T-T-T-Today, Junior"
168,Billy Madison,Billy Hey I'm trying to score points with the teacher today. DON'T SCREW IT UP. 3rd Grader I dare you to touch her boobs. Billy Touch her boobs That's assault brotha...... Ya double dare me
169,Billy Madison,"Principal Any attempt to cheat, especially with my wife, who is a dirty, dirty, tramp, and I am just gonna snap."
170,Billy Madison,"Billy No I will not make out with you. Did ya hear that this girl wants to make out with me in the middle of class. You got Chlorophyll Man up there talking about God knows what and all she can talk about is making out with me. I'm here to learn, everybody, not to make out with you. Go on with the chlorophyll."
171,Billy Madison,"Principal Mr. Madison, what you've just said is one of the most insanely idiotic things I have ever heard. At no point in your rambling, incoherent response were you even close to anything that could be considered a rational thought. Everyone in this room is now dumber for having listened to it. I award you no points, and may God have mercy on your soul."
172,Zadok Rabinwitz,A man's dreams are an index to his greatness.
173,James Halliwell,"If wishes were horses, beggars would ride."
174,Josephus Daniels,Defeat never comes to any man until he admits it.
175,Frank Lloyd Wright,A doctor can bury his mistakes but an architect can only advise his client to plant vines.
176,Frank Lloyd Wright,"If it keeps up, man will atrophy all his limbs but the push-button finger."
177,Frank Lloyd Wright,Noble life demands a noble architecture for noble uses of noble men. Lack of culture means what it has always meant ignoble civilization and therefore imminent downfall.
178,Frank Lloyd Wright,TV is chewing gum for the eyes.
179,Frank Lloyd Wright,The truth is more important than the facts.
180,Frank Lloyd Wright,Give me the luxuries of life and I will willingly do without the necessities.
181,Frank Lloyd Wright,"I believe in God, only I spell it Nature."
182,Frank Lloyd Wright,Tip the world over on its side and everything loose will land in Los Angeles.
183,Frank Lloyd Wright,The longer I live the more beautiful life becomes.
184,Frank Lloyd Wright,Many wealthy people are little more than janitors of their possessions.
185,Frank Lloyd Wright,Business is like riding a bicycle. Either you keep moving or you fall down.
186,Frank Lloyd Wright,The thing always happens that you really believe in and the belief in a thing makes it happen.
187,Frank Lloyd Wright,An idea is salvation by imagination.
188,Frank Lloyd Wright,"The physician can bury his mistakes, but the architect can only advise his client to plant vines - so they should go as far as possible from home to build their first buildings."
189,Burton Hills,Happiness is not a destination. It is a method of life.
190,Lyndon B. Johnson,Being president is like being a jackass in a hailstorm. There's nothing to do but to stand there and take it.
191,Lyndon B. Johnson,"When things haven't gone well for you, call in a secretary or a staff man and chew him out. You will sleep better and they will appreciate the attention."
192,Lyndon B. Johnson,I won't have you electioneering on my doorstep. Every time you get in trouble in Parliament you run over here with your shirttail hanging out. (To Prime Minister Harold Wilson)
193,Lyndon B. Johnson,"Our purpose in Vietnam is to prevent the success of aggression. It is not conquest, it is not empire, it is not foreign bases, it is not domination. It is, simply put, just to prevent the forceful conquest of South Vietnam by North Vietnam."
194,Lyndon B. Johnson,"If you let a bully come in your front yard, he'll be on your porch the next day and the day after that he'll rape your wife in your own bed. (On appeasement)"
195,Lyndon B. Johnson,"I don't believe I'll ever get credit for anything I do in foreign affairs, no matter how successful it is, because I didn't go to Harvard."
196,Lyndon B. Johnson,"The Negro says, 'Now.' Others say, 'Never.' The voice of responsible Americans ... says, 'Together.' There is no other way."
197,Lyndon B. Johnson,"Until justice is blind to color, until education is unaware of race, until opportunity is unconcerned with the color of men's skins, emancipation will be a proclamation but not a fact."
198,Lyndon B. Johnson,I greet you as the shapers of American society.
199,Lyndon B. Johnson,There are plenty of recommendations on how to get out of trouble cheaply and fast. Most of them come down to this Deny your responsibility.
200,Lyndon B. Johnson,All that Hubert needs over there is a gal to answer the phone and a pencil with an eraser on it.
201,Lyndon B. Johnson,I seldom think of politics more than 18 hours a day.
202,Lyndon B. Johnson,I believe the destiny of your generation-and your nation-is a rendezvous with excellence.
203,Lyndon B. Johnson,Poverty must not be a bar to learning and learning must offer an escape from poverty.
204,Lyndon B. Johnson,Every man has a right to a Saturday night bath.
205,Lyndon B. Johnson,"We have entered an age in which education is not just a luxury permitting some men an advantage over others. It has become a necessity without which a person is defenseless in this complex, industrialized society. ... We have truly entered the century of the educated man."
206,Lyndon B. Johnson,"A man can take a little bourbon without getting drunk, but if you hold his mouth open and pour in a quart, he's going to get sick on it."
207,Lyndon B. Johnson,Jack was out kissing babies while I was out passing bills. Someone had to tend the store.
208,Lyndon B. Johnson,Organized crime constitutes nothing less than a guerilla war against society.
209,Lyndon B. Johnson,"The presidency has made every man who occupied it, no matter how small, bigger than he was and no matter how big, not big enough for its demands."
210,Lyndon B. Johnson,The CIA is made up of boys whose families sent them to Princeton but wouldn't let them into the family brokerage business.
211,Lyndon B. Johnson,"If two men agree on everything, you may be sure that one of them is doing the thinking."
212,Lyndon B. Johnson,It is the common failing of totalitarian regimes that they cannot really understand the nature of our democracy. They mistake dissent for disloyalty. They mistake restlessness for a rejection of policy. They mistake a few committees for a country. They misjudge individual speeches for public policy. (Answering North Vietnamese charge that US could not endure)
213,Lyndon B. Johnson,The noblest search is the search for excellence.
214,Lyndon B. Johnson,I'm tired. I'm tired of feeling rejected by the American people. I'm tired of waking up in the middle of the night worrying about the war.
215,Lyndon B. Johnson,Light at the end of the tunnel We don't even have a tunnel we don't even know where the tunnel is.
216,Lyndon B. Johnson,The American city should be a collection of communities where every member has a right to belong. It should be a place where every man feels safe on his streets and in the house of his friends. It should be a place where each individual's dignity and self-respect is strengthened by the respect and affection of his neighbors. It should be a place where each of us can find the satisfaciton and warmth which comes from being a member of the community of man. This is what man sought at the dawn of civilzation. It is what we seek today.
217,Lyndon B. Johnson,I will do my best. That is all I can do. I ask for your help-and God's.
218,Lyndon B. Johnson,I'd rather give my life than be afraid to give it.
219,Lyndon B. Johnson,We have talked long enough in this country about equal rights. ... It is time now to write the next chapter-and to write it in the books of law.
220,Lyndon B. Johnson,This administration here and now declares unconditional war on poverty.
221,Lyndon B. Johnson,I want to make a policy statement. I am unabashedly in favor of women. (On appointing 10 women to top government positions)
222,Lyndon B. Johnson,"We have the opportunity to move not only toward the rich society and the powerful society, but upward to the Great Society."
223,Lyndon B. Johnson,We Americans know-although others appear to forget-the risk of spreading conflict. We still seek no wider war. (On ordering retaliatory action against North Vietnam)
224,Lyndon B. Johnson,They call upon us to supply American boys to do the job that Asian boys should do.
225,Lyndon B. Johnson,When I was a boy ... we didn't wake up with Vietnam and have Cyprus for lunch and the Congo for dinner
226,Lyndon B. Johnson,"A rioter with a Molotov cocktail in his hands is not fighting for civil rights any more than a Klansman with a sheet on his back and mask on his face. They are both more or less what the law declares them lawbreakers, destroyers of constitutional rights and liberties and ultimately destroyers of a free America."
227,Lyndon B. Johnson,"Our numbers have increased in Vietnam because the aggression of others has increased in Vietnam. There is not, and there will not be, a mindless escalation."
228,Lyndon B. Johnson,I report to you that our country is challenged at home and abroad that it is our will that is being tried and not our strength our sense of purpose and not our ability to achieve a better America.
229,Lyndon B. Johnson,"In this age when there can be no losers in peace and no victors in war, we must recognize the obligation to match national strength with national restraint."
230,Lyndon B. Johnson,"Presidents quickly realize that while a single act might destroy the world they live in, no one single decision can make life suddenly better or can turn history around for good."
231,Lyndon B. Johnson,"War is always the same. It is young men dying in the fullness of their promise. It is trying to kill a man that you do not even know well enough to hate. Therefore, to know war is to know that there is still madness in the world."
232,Lyndon B. Johnson,I knew from the start if I left a woman I really loved -- the Great Society -- in order to fight that bitch of a war in Vietnam  then I would lose everything at home. My hopes  my dreams.
233,Lyndon B. Johnson,"I believe, with abiding conviction, that this people-nurtured by their deep faith, tutored by their hard lessons, moved by their high aspirations-have the will to meet the trials that these times impose."
234,Lyndon B. Johnson,"What we won when all of our people united ... must not be lost in suspicion and distrust and selfishness and politics. ... Accordingly, I shall not seek, and I will not accept, the nomination of my party for another term as president."
235,Lyndon B. Johnson,To conclude that women are unfitted to the task of our historic society seems to me the equivalent of closing male eyes to female facts.
236,Lyndon B. Johnson,A compassionate government keeps faith with the trust of the people and cherishes the future of their children.
237,Lyndon B. Johnson,"Democracy is a constant tension between truth and half-truth and, in the arsenal of truth, there is no greater weapon than fact."
238,Lyndon B. Johnson,America has not always been kind to its artists and scholars. Somehow the scientists always seem to get the penthouse while the arts and humanities get the basement.
239,Lyndon B. Johnson,"If one morning I walked on top of the water across the Potomac River, the headline that afternoon would read President Can't Swim."
240,Lyndon B. Johnson,"We can draw lessons from the past, but we cannot live in it."
241,Lyndon B. Johnson,"It is the excitement of becoming - always becoming, trying, probing, falling, resting, and trying again- but always trying and always gaining..."
242,Lyndon B. Johnson,"Yesterday is not ours to recover, but tomorrow is ours to win or to lose."
243,Lyndon B. Johnson,America is not merely a nation but a nation of nations.
244,Jean Paul,"The more sand that has escaped from the hourglass of our life, the clearer we should see through it."
245,Dwight D Eisenhower,"Oh, that lovely title, ex-president."
246,Dwight D Eisenhower,Leadership is the art of getting someone else to do something you want done because he wants to do it.
247,Dwight D Eisenhower,"When I was a small boy growing up in Kansas, a friend of mine and I went fishing and as we sat there in the warmth of a summer afternoon on a riverbank we talked about what we wanted to do when we grew up. I told him that I wanted to be a real major-league baseball player, a genuine professional like Honus Wagner. My friend said that he'd like to be President of the United States. Neither of us got our wish."
248,Dwight D Eisenhower,There's no tragedy in life like the death of a child. Things never get back to the way they were.
249,Dwight D Eisenhower,I feel like the fellow in jail who is watching his scaffold being built. (On construction of reviewing stands for inauguration of his successor John F Kennedy)
250,Dwight D Eisenhower,"Unlike presidential administrations, problems rarely have terminal dates."
251,Dwight D Eisenhower,"No one should ever sit in this office over 70 years old, and that I know."
252,Dwight D Eisenhower,"Some years ago I became president of Columbia University and learned within 24 hours to be ready to speak at the drop of a hat, and I learned something more, the trustees were expected to be ready to speak at the passing of the hat."
253,Dwight D Eisenhower,"I have found out in later years that we were very poor, but the glory of America is that we didn't know it then."
254,Dwight D Eisenhower,Humility must always be the portion of any man who receives acclaim earned in the blood of his followers and the sacrifices of his friends.
255,Dwight D Eisenhower,"The supreme quality for leadership is unquestionably integrity. Without it, no real success is possible, no matter whether it is on a section gang, a football field, in an army, or in an office."
256,Dwight D Eisenhower,Things have never been more like the way they are today in history.
257,Dwight D Eisenhower,"There is nothing wrong with America that the faith, love of freedom, intelligence and energy of her citizens cannot cure."
258,Dwight D Eisenhower,"When you appeal to force, there's one thing you must never do - lose."
259,Dwight D Eisenhower,Neither a wise man nor a brave man lies down on the tracks of history to wait for the train of the future to run over him.
260,Dwight D Eisenhower,"That was and still is the great disaster of my life-that lovely, lovely little boy."
261,Dwight D Eisenhower,Our pleasures were simple-they included survival.
262,Dwight D Eisenhower,"Only an alert and knowledgeable citizenry can complel the proper meshing of the huge industrial and military machinery of defense with our peaceful methods and goals, so that security and liberty may prosper together."
